",",IMAGE,,BOX NO,SKU,,NOT SHOW,,link,COLOR,ok,AZMEER STATUS CHECK,Cetagory,live status, ,SELL PRICE,HUZIAF AUDIT,PRICE,TOTAL INSTOCK,1016,IN STOCK,COST,SHIPPING CHINA,TOTAL INR,FREIGHT,T.COST,SELL PRICE,TOTAL COST,2026798.78
28210,,,1837,"Lorri piano UK -10 BEIGE
SKU: JJK-003",,,,,,,,REPLICA,,,,,,,Sold Out,4 JUNE RECEIVED 10 PAIR REPLICA,,,,,,,,
28210,,,1838,"LV BLACK UK 10
SKU: JJK-006",,,,,,,,REPLICA,,,,,,,Sold Out,4 JUNE RECEIVED 10 PAIR REPLICA,,,,,,,,
28210,,,1839,"parada white BLACK SHOE-UK 10
SKU: JJK-007",,,DN,,,,,REPLICA,,,,,,,Sold Out,4 JUNE RECEIVED 10 PAIR REPLICA,,,,,,,,
28210,,,1840,LV BLACK SNEAKER UK 10,,,,,,,,REPLICA,,,,,,,Sold Out,4 JUNE RECEIVED 10 PAIR REPLICA,,,,,,,,
28210,,,1841,PRADA BLACK SUADE SHOE-UK10,,,,,,,,REPLICA,,,,,,,Sold Out,4 JUNE RECEIVED 10 PAIR REPLICA,,,,,,,,
28210,,,1842,LV SLIPPER WOMEN 38,,,,,,,,REPLICA,,,,,,,Sold Out,4 JUNE RECEIVED 10 PAIR REPLICA,,,,,,,,
3756654-28137,,,1843,GX01200-Beige Hollow Style-6.5,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man.jpg?v=1564566937,,Variants:Beige Hollow Style / 39,,,,,,,,,Sold Out,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.75,10,789.75,,789.75,,,
3756654-28183,,,1844,GX01200-Beige No Hollow-9.5,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_68d85901-234d-48ce-8489-85a11359ecf6.jpg?v=1564566937,,43,,Variants:Beige No Hollow / 43,,,,,,,Sold Out,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.23,10,782.99,,782.99,1096,,
3756654-28175,,ok,1845,GX01200-Beige  Hollow Style-42,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man.jpg?v=1564566937,beige hollow style,42,ok,Variants:Beige Hollow Style / 42,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.23,10,782.99,672,1454.99,2037,,
3756654-28181,,ok,1846,GX01200-Blue Style-40,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,40,ok,Variants:Blue No Hollow / 40,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.23,10,782.99,672,1454.99,2037,,
3756654-28180,,ok,1847,GX01200-Blue Hollow Style-42,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_1a059d4e-a4a5-4260-8b3f-fd629867b30b.jpg?v=1564566937,blue hollow style,42,ok,Variants:Blue Hollow Style / 42,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.23,10,782.99,672,1454.99,2037,,
3756654-28179,,ok,1848,GX01200-Beige  Hollow Style-41,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man.jpg?v=1564566937,beige hollow style,41,ok,Variants:Beige Hollow Style / 41,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.23,10,782.99,672,1454.99,2037,,
3756654-28176,,ok,1849,GX01200-Blue Hollow Style-42,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_1a059d4e-a4a5-4260-8b3f-fd629867b30b.jpg?v=1564566937,blue hollow style,42,ok,Variants:Blue Hollow Style / 42,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.23,10,782.99,672,1454.99,2037,,
3756654-28168,,,1850,GX01200-Blue No Hollow-8.5,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,,,,Variants:Blue No Hollow / 42,,,,,,,Sold Out,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.23,10,782.99,,782.99,,,
3756654-28163,,ok,1851,GX01200-Blue Style-41,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,41,ok,Variants:Blue No Hollow / 41,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.23,10,782.99,672,1454.99,2037,,
3756654-28160,,ok,1852,GX01200-Blue Style-39,,,ok,NV,blue no hollow,39,ok,Variants:Blue No Hollow / 38,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.75,10,789.75,672,1461.75,,,
3756654-28157,,ok,1853,GX01200-Blue Style-40,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,40,ok,Variants:Blue No Hollow / 40,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.23,10,782.99,672,1454.99,2037,,
3756654-28154,,ok,1854,GX01200-Blue Hollow Style-44,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man.jpg?v=1564566937,blue hollow style,44,ok,Variants:Beige Hollow Style / 44,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.75,10,789.75,672,1461.75,2046,,
3756654-28153,,ok,1855,GX01200-Blue Style-41,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_1a059d4e-a4a5-4260-8b3f-fd629867b30b.jpg?v=1564566937,blue hollow style,41,ok,Variants:Blue Hollow Style / 41,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.23,10,782.99,672,1454.99,2037,,
3756654-28152,,ok,1856,GX01200-Blue Hollow Style-40,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_1a059d4e-a4a5-4260-8b3f-fd629867b30b.jpg?v=1564566937,blue hollow style,40,ok,Variants:Blue Hollow Style / 40,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,52,10,806,672,1478,2069,,
3756654-28150,,ok,1857,GX01200-Beige  Hollow Style-41,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man.jpg?v=1564566937,beige hollow style,41,ok,Variants:Beige Hollow Style / 41,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.23,10,782.99,672,1454.99,2037,,
3756654-28094,,,1858,GX01200-Beige No Hollow-9.5,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_68d85901-234d-48ce-8489-85a11359ecf6.jpg?v=1564566937,beige no hollow,43,ok,Variants:Beige No Hollow / 43,,,,,,,Sold Out,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.23,10,782.99,672,1454.99,2037,,
3756654-28067,,ok,1859,GX01200-Blue Style-41,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1564566937,blue no hollow,41,ok,Variants:Blue No Hollow / 41,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,50.23,10,782.99,672,1454.99,2037,,
3756654-28221/28262,,ok,1860,4495861-black-42,Done ,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/369243aaed8dd4dc0fba2579f9cc1193.jpg?v=1661613925,black,42,ok,designer,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,268,10,3614,672,4286,6000,,
3756654-28177,,,1861,sh404-green red-40,,DN ,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/TB2Ww95luOSBuNjy0FdXXbDnVXa__1653395924.jpg_500x500_ec06a0d8-100a-49b6-afe8-2a11fb1a9e82.jpg?v=1561362610,Green red,40,ok,Variants:green red / 41,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,8.31,10,238.03,672,910.03,1274,,
3756654-28028,,,1862,sh404-blue red-40,,DN ,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/TB2cJyflAKWBuNjy1zjXXcOypXa__1653395924.jpg_500x500_2fb68ba8-7631-42de-9f76-077e42de0ac2.jpg?v=1561362610,blue red,40,ok,Variants:blue red / 40,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,8.31,10,238.03,672,910.03,1274,,
3756654-28161,,ok,1863,sh404-Green red-39,,DN ,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/TB2Ww95luOSBuNjy0FdXXbDnVXa__1653395924.jpg_500x500_ec06a0d8-100a-49b6-afe8-2a11fb1a9e82.jpg?v=1561362610,Green red,39,ok,Variants:green red / 39,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,8.48,10,240.24,672,912.24,1277,,
3756654-28143,,,1864,sh404-green red-42,,DN ,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/TB2Ww95luOSBuNjy0FdXXbDnVXa__1653395924.jpg_500x500_ec06a0d8-100a-49b6-afe8-2a11fb1a9e82.jpg?v=1561362610,Green red,42,ok,Variants:green red / 42,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,8.48,10,240.24,672,912.24,1277,,
3756654-28056,,,1865,sh404-45,,DN ,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/TB2Ww95luOSBuNjy0FdXXbDnVXa__1653395924.jpg_500x500_ec06a0d8-100a-49b6-afe8-2a11fb1a9e82.jpg?v=1561362610,,,,Variants:green red / 45,,,,,,,Sold Out,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,8.31,10,238.03,,238.03,333,,
3756654-28209,,,1866,4495444-black-42,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/3796798144_1670110305.jpg?v=1561034118,,,,Variants:black / 42,,,,,,,Sold Out,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,265.5,10,3581.5,,3581.5,,,
3756654-28169,,,1867,4495444-black-42,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/3796798144_1670110305.jpg?v=1561034118,,,,Variants:black / 42,,,,,,,Sold Out,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,265.5,10,3581.5,,3581.5,,,
3756654-28155,,,1868,3747598,,,,https://cdn.shopify.com/s/files/1/1190/3220/products/product-image-178484386.jpg?v=1643743150,,,,Variants:41 / Black,,,,,,,Sold Out,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,273,10,3679,,3679,,,
3756654-28209,,,1869,tnv30-42,Done ,,,https://cdn.shopify.com/s/files/1/1190/3220/products/8ddbadf68383ae010207b8bfc884b48c.jpg?v=1703579161,Variants:red / 42,42,,,,,,,,,Sold Out,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,159.5,10,2203.5,,2203.5,,,
3756654-28164,,ok,1870,3414593-black-41,,DN,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/6aff7d09aae28d501cd0c57592229ba0.jpg?v=1661607748,black,41,ok add 39,Variants:black / 41,,,,,,,In Stock,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,83,10,1209,672,24453,34234,,
3756654-28140,,,1871,3414328-red-42,,,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/3370224285_719615653.jpg?v=1675265336,,Variants:red / 42,,,,,,,,,Sold Out,7 JUNE SHIPMENT INDIA RECEIVED 29 PCS,85,10,1235,,1235,,,
28192,,,1872,"gucci flat 40
SKU: JTD-05",,,,,black,40,,,,,,,,,Sold Out,7 JUNE SHIPMENT RECEIVED BRAND 5 PCS,240,,3120,,3120,,,
28188,,,1873,"LORA SHOE-TAN 36
SKU: JTD-010",,,,,brown,36,,,,,,,,,Sold Out,7 JUNE SHIPMENT RECEIVED BRAND 5 PCS,220,,2860,,2860,,,
28188EX,,,1874,"gucci heel green 36
SKU: JTD-09",,,,,green,36,,,,,,,,,Sold Out,7 JUNE SHIPMENT RECEIVED BRAND 5 PCS,270,,3510,,3510,,,
28188EX,,,1875,"LORA SHOE-GREEN-36
SKU: JTD-011",,,,,green,36,,,,,,,,,Sold Out,7 JUNE SHIPMENT RECEIVED BRAND 5 PCS,220,,2860,,2860,,,
28210,,ok,1876,LV BLACK SNEAKER UK 10,,NOT SHOW,,,black,44,ok,,,,,,,,In Stock,7 JUNE SHIPMENT RECEIVED BRAND 5 PCS,460,10,6110,672,6782,,,
3756654-28237,,ok,1877,WG1174US-SILVER-45,,DN ,,https://cdn.shopify.com/s/files/1/1190/3220/files/3dbd6cfc0eae3d83f8b473e903896904.jpg?v=1709137915,Silver,45,ok,,,,,,,DONE,In Stock,24-JUNE-2024 SHIPMENT RECEIVED 8 NON BRAND,80,10,1170,696,1866,2612,,
3756654-28172,,ok,1878,WG1174US-WHITE-46,,DN ,,https://cdn.shopify.com/s/files/1/1190/3220/files/3dbd6cfc0eae3d83f8b473e903896904.jpg?v=1709137915,white,46,ok,,,,,,,DONE,In Stock,24-JUNE-2024 SHIPMENT RECEIVED 8 NON BRAND,80,10,1170,696,1866,2612,,
3756654-28144,,ok,1879,WG1174US-SILVER-44,,DN ,,https://cdn.shopify.com/s/files/1/1190/3220/files/3dbd6cfc0eae3d83f8b473e903896904.jpg?v=1709137915,silver,44,ok,,,,,,,DONE,In Stock,24-JUNE-2024 SHIPMENT RECEIVED 8 NON BRAND,80,10,1170,696,1866,2612,,
3756654-28135,,,1880,WG1174US-WHITE-43,,,,https://cdn.shopify.com/s/files/1/1190/3220/files/3dbd6cfc0eae3d83f8b473e903896904.jpg?v=1709137915,,Variants:White / 43,,,,,,,,DONE,Sold Out,24-JUNE-2024 SHIPMENT RECEIVED 8 NON BRAND,,,,,0,,,
3756654-28118,,ok,1881,WG1174US-WHITE-40,,DN ,ok,https://cdn.shopify.com/s/files/1/1190/3220/files/3dbd6cfc0eae3d83f8b473e903896904.jpg?v=1709137915,white,40,ok,loafers,,,,,,CANCEL,In Stock,24-JUNE-2024 SHIPMENT RECEIVED 8 NON BRAND,80,10,1170,696,1866,2612,,
3756654-28082,,,1882,WG1174US-WHITE-41,,,,https://cdn.shopify.com/s/files/1/1190/3220/files/3dbd6cfc0eae3d83f8b473e903896904.jpg?v=1709137915,,Variants:White / 41,,,,,,,,DONE,Sold Out,24-JUNE-2024 SHIPMENT RECEIVED 8 NON BRAND,,,,,0,,,
3756654-28173,,,1883,WG1174US-WHITE-37,,DN ,ok,https://cdn.shopify.com/s/files/1/1190/3220/files/3dbd6cfc0eae3d83f8b473e903896904.jpg?v=1709137915,White,37,not show,,,,,,,DONE,Damage SOLD OUT,24-JUNE-2024 SHIPMENT RECEIVED 8 NON BRAND,80,10,1170,696,1866,2612,,
3756654-28236,,,1884,GX01200-Blue Hollow Style-40,,,ok,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_1a059d4e-a4a5-4260-8b3f-fd629867b30b.jpg?v=1564566937,,40,,,,,,,,NO ANS,In Stock,24-JUNE-2024 SHIPMENT RECEIVED 8 NON BRAND,,,,,0,,,
28382,,,1885,"new product 2024
GG-BLUE SEMI FORMAL-UK10
SKU: VV-10",,,,,,,,REPLICA,,,,,,,Sold Out,2 JULY RECEIVED 2 PAIR REPLICA,480,,,,0,,,
28384,,,1886,"ADIDAS_ WHITE-EU40
SKU: TTR-004",,,,,,,,REPLICA,,,,,,,Sold Out,2 JULY RECEIVED 2 PAIR REPLICA,300,,,,0,,,
28207,,,1887,"BALLY Silver BELT-45-46 INC
SKU: JTD-001",,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,240,,,1526,1526,,,
28207,,,1888,"GG gold BELT-45-46 INC
SKU: JTD-002",,,,,,,,REPLICA,,,,,,,In Stock,9 JULY -2024 21 PCS REPLICA RECEIVED,240,,,1526,1526,,,
28194,,,1889,"new product
LV BELT
SKU: JTD-003",,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,200,,,1526,1526,,,
28211,,,1890,"new prduct
jacquemus baog white mini
SKU: JTD-08",,,DN,,,BAG,not show,REPLICA,,,,,,,In Stock,9 JULY -2024 21 PCS REPLICA RECEIVED,400,10,5330,1526,6856,,,
28210,,,1891,LV BLACK t-shirt COLAR BLACJ,,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,280,,,1526,1526,,,
28210,,,1892,PARADA T-SHIRT BLUE,,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,290,,,1526,1526,,,
28264,,,1893,"new product
Tie
SKU: BT-01",,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,120,,,1526,1526,,,
28264,,,1894,"Loafer CD black
SKU: BT-05",,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,460,,,1526,1526,,,
28382,,,1895,"new product 2024
BLACK GUCCI SNEAKER-UK 10
SKU: VV-11",,,,,,,,REPLICA,,,,,,,In Stock,9 JULY -2024 21 PCS REPLICA RECEIVED,450,,,1526,1526,,,
28382,,ok,1896,"PRADA WHITE BLACK SNEAKER-10
SKU: VV-013",,,NOT SHOW,,black,44,not show,REPLICA,,,,,,,In Stock,9 JULY -2024 21 PCS REPLICA RECEIVED,400,10,5330,1526,6856,,,
28382,,ok,1897,"PARADA SNEAKER white-UK-10
SKU: VV-16",,,NOT SHOW,,gray,44,,REPLICA,,,,,,,In Stock,9 JULY -2024 21 PCS REPLICA RECEIVED,400,10,5330,1526,6856,,,
28383,,,1898,"new product 2024
GG black sandel-euro 40
SKU: RC-01",,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,380,,,1526,1526,,,
28383,,,1899,"GG-brown heel-euro 40
SKU: RC-02",,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,370,,,1526,1526,,,
28383,,,1900,"CD men shoe- UK 9.5
SKU: RC-03",,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,690,,,1526,1526,,,
28383,,,1901,"GUCCI-brown shoe-UK 9.5
SKU: RC-04",,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,690,,,1526,1526,,,
28383,,,1902,"LV HAND BAG
SKU: RC-05",,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,900,,,1526,1526,,,
28383,,,1903,"BB HAND BAG
SKU: RC-06",,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,1300,,,1526,1526,,,
,,,1904,PRADA GLASSES,,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,260,,,1526,1526,,,
,,,1905,MIU GLASSES,,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,260,,,1526,1526,,,
,,,1906,PRADA BLACK SHADES,,,,,,,,REPLICA,,,,,,,Sold Out,9 JULY -2024 21 PCS REPLICA RECEIVED,260,,,1526,1526,,,
27971,,,1907,"blue -38
SKU: GGU-1",,,NOT SHOW,,,38,add 40,REPLICA,,,,,,,In Stock,9 JULY -2024 21 PCS REPLICA RECEIVED,320,10,4290,1526,5816,,,
28264,,,1908,"sneaker gray
SKU: BT-02",,,DN,,,check size,not show,REPLICA,,,,,,,In Stock,20 JULY 2024 RECEIVED 10 REPLICA SHOE,400,10,5330,1600.8,6930.8,,,
28264,,,1909,"semi formal gray
SKU: BT-03",,,DN,,,check size,not show,REPLICA,,,,,,,In Stock,20 JULY 2024 RECEIVED 10 REPLICA SHOE,400,10,5330,1600.8,6930.8,,,
28382,,,1910,"LV SNEAKER BLACK-UK-10
SKU: VV-015",,,,,,,,REPLICA,,,,,,,Sold Out,20 JULY 2024 RECEIVED 10 REPLICA SHOE,,,,1600.8,1600.8,,,
28401,,,1911,BURBURRY BAG MEDIUME,,,,,,,,REPLICA,,,,,,,Sold Out,20 JULY 2024 RECEIVED 10 REPLICA SHOE,,,,1600.8,1600.8,,,
28401,,,1912,CAP,,,,,,,,REPLICA,,,,,,,Sold Out,20 JULY 2024 RECEIVED 10 REPLICA SHOE,,,,1600.8,1600.8,,,
28401,,,1913,PRADA SHOE WOMEN,,,,,,,,REPLICA,,,,,,,Sold Out,20 JULY 2024 RECEIVED 10 REPLICA SHOE,,,,1600.8,1600.8,,,
28401,,,1914,CELINE TOP BLACK,,,,,,,,REPLICA,,,,,,,Sold Out,20 JULY 2024 RECEIVED 10 REPLICA SHOE,,,,1600.8,1600.8,,,
28401,,,1915,Miu TOP WHITE,,,,,,,,REPLICA,,,,,,,Sold Out,20 JULY 2024 RECEIVED 10 REPLICA SHOE,,,,1600.8,1600.8,,,
28401,,,1916,SAINT LAURENT BLACK SLIPPER,,,,,,,,REPLICA,,,,,,,Sold Out,20 JULY 2024 RECEIVED 10 REPLICA SHOE,,,,1600.8,1600.8,,,
himanshu,,,1917,PARADA SHADES BLACK,,,,,,,,REPLICA,,,,,,,Sold Out,20 JULY 2024 RECEIVED 10 REPLICA SHOE,,,,1600.8,1600.8,,,
,,,1918,CD SHOE,HUNNY,,,,,,,REPLICA,,,,,,,Sold Out,REPLICA WITH PAK SHIPMENT,,,,799,799,,,
,,,1919,FINDI BAG,,,,,,,,REPLICA,,,,,,,Sold Out,REPLICA WITH PAK SHIPMENT,,,,799,799,,,
,,,1920,black bag,,,,,,,,REPLICA,,,,,,,Sold Out,REPLICA WITH PAK SHIPMENT,,,,799,799,,,
,,,1921,TH-001*1,,,Variants:RED-41,https://cdn.shopify.com/s/files/1/1190/3220/files/WhatsAppImage2024-06-02at13.49.58.jpg?v=1717494323,,,,,,,,,,DONE SENDTRACKING NO,Sold Out,INDIA 6 AUG SHIPPED NON BRAND SHIPMENT,259.5,10,3503.5,728,4231.5,,,
,,ok,1922,4495861-BLACK-46,,DN ,Variants:BLACK / 46,https://cdn.shopify.com/s/files/1/1190/3220/products/369243aaed8dd4dc0fba2579f9cc1193.jpg?v=1661613925,black,46,ok,designer,,,,,,no ans,In Stock,INDIA 6 AUG SHIPPED NON BRAND SHIPMENT,244,10,3302,728,4030,5642,,
,,ok,1923,GK953US-black-39,,DN ,Variants:black / 39,https://cdn.shopify.com/s/files/1/1190/3220/files/9233718505_1670110305.jpg?v=1716894862,black,39,ok,,,,,,,CANCEL,In Stock,INDIA 6 AUG SHIPPED NON BRAND SHIPMENT,261,10,3523,728,4251,5951,,
,,,1924,4495861-BLACK-44*1,,,Variants:BLACK / 44,https://cdn.shopify.com/s/files/1/1190/3220/products/369243aaed8dd4dc0fba2579f9cc1193.jpg?v=1661613925,,,,,,,,,,DONE,Sold Out,INDIA 6 AUG SHIPPED NON BRAND SHIPMENT,244,10,3302,728,4030,,,
,,ok,1925,GK953US-black-39,,DN ,Variants:black / 39,https://cdn.shopify.com/s/files/1/1190/3220/files/9233718505_1670110305.jpg?v=1716894862,black,39,ok,,,,,,,DONE,In Stock,INDIA 6 AUG SHIPPED NON BRAND SHIPMENT,261,10,3523,728,4251,5951,,
,,,1926,4495861-BLACK-45,,DN ,Variants:BLACK / 45,https://cdn.shopify.com/s/files/1/1190/3220/products/369243aaed8dd4dc0fba2579f9cc1193.jpg?v=1661613925,black,45,ok,designer,,,,,,DONE,Sold Out,INDIA 6 AUG SHIPPED NON BRAND SHIPMENT,244,10,3302,728,4030,,,
,,,1927,4495861-BLACK-41*1,,DN ,Variants:BLACK / 41,https://cdn.shopify.com/s/files/1/1190/3220/products/369243aaed8dd4dc0fba2579f9cc1193.jpg?v=1661613925,,,,,,,,,,no ans,Sold Out,INDIA 6 AUG SHIPPED NON BRAND SHIPMENT,244,10,3302,728,4030,5642,,
,,,1928,TH-001*1,,,Variants:white gold -41,https://cdn.shopify.com/s/files/1/1190/3220/files/WhatsAppImage2024-06-03at10.03.08.jpg?v=1717494323,,,,,,,,,,DONE SENDTRACKING NO,Sold Out,INDIA 6 AUG SHIPPED NON BRAND SHIPMENT,259.5,10,3503.5,728,4231.5,,,
,,,1929,4495861-BLACK-45,,DN ,Variants:BLACK / 46,https://cdn.shopify.com/s/files/1/1190/3220/products/369243aaed8dd4dc0fba2579f9cc1193.jpg?v=1661613925,black,45,ok,designer,,,,,,DONE 2,In Stock,INDIA 6 AUG SHIPPED NON BRAND SHIPMENT,244,10,3302,728,4030,5642,,
,,,1930,3414328,,DN ,Variants:black / 40,https://cdn.shopify.com/s/files/1/1190/3220/products/3369551104_719615653.jpg?v=1675265336,Black,40,ok 40,,,,,,,dispach 11/sep-NO ANS,In Stock,INDIA 6 AUG SHIPPED NON BRAND SHIPMENT,90.5,10,1306.5,728,2034.5,2848,,
,,ok,1931,3414328,,DN ,Variants:black / 40,https://cdn.shopify.com/s/files/1/1190/3220/products/3369551104_719615653.jpg?v=1675265336,Black,40,ok 40,,,,,,,no ans,In Stock,INDIA 6 AUG SHIPPED NON BRAND SHIPMENT,90.5,10,1306.5,728,2034.5,2848,,
,,,1932,GX01200-Beige style-38,,DN ,Variants:Beige No Hollow / 38,NV,beige no hollow,38,ok,,,,,,,done,In Stock,INDIA 6 AUG SHIPPED NON BRAND SHIPMENT,48.6,10,761.8,728,1489.8,2086,,
